Champ;Balise;Version code reçu;Code reçu;Libellé reçu;Version code transmis;Code à transmettre;Libellé à transmettre;VALIDATION ANSC;VALIDATION ANS;Observation;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M41.52;Traumatisme membres - Amputation;2.3;M13.06.01;Traumatisme membre avec amputation;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M41.53;Traumatisme membres - Fracture ouverte;2.3;M13.06.02;Fracture ouverte de membre;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M41.54;Traumatisme membres - Fracture fermée;2.3;M13.06.03;Fracture fermée de membre;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M41.55;Traumatisme membres - déformation;2.3;M13.06.04;Traumatisme avec déformation de membre;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M41.59;Traumatisme membres - Traumatisme de membres sans signe de gravité;2.3;M13.06.05;Traumatisme de membres sans signe de gravité;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M41.61;Traumatisme doigts - orteils;2.3;M13.07.00;Traumatisme doigts - orteils;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M41.62;Traumatisme doigts - orteils - Amputation;2.3;M13.07.01;Traumatisme doigts / orteils avec amputation;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M41.64;Traumatisme doigts - orteils - Fracture ouverte;2.3;M13.07.02;Fracture ouverte de doigts / orteils ;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M41.65;Traumatisme doigts - orteils - Fracture fermée;2.3;M13.07.03;Fracture fermée doigts / orteils ;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M41.66;Traumatisme doigts - orteils - Déformation;2.3;M13.07.04;Traumatisme doigts / orteils  avec déformation;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M41.69;Traumatisme doigts - orteils - Traumatisme de doigt - orteil sans signe de gravité;2.3;M13.07.05;Traumatisme doigts / orteils  sans signe de gravité;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M45.00;Plaies;2.3;M14.00.00;Plaies;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M45.01;Pénétrante;2.3;M14.01.00;Plaie pénétrante;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M45.02;Etendue;2.3;M14.01.01;Plaie pénétrante étendue;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M45.03;Multiples;2.3;M14.01.02;Plaies pénétrantes multiples;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M45.05;Plaie grave du crâne (scalp);2.3;M14.01.03;Plaie grave du crâne (scalp);OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M45.06;Plaie grave du visage;2.3;M14.01.04;Plaie grave du visage;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M45.07;Plaie grave du cou;2.3;M14.01.05;Plaie grave du cou;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M45.08;Plaie grave du thorax - abdomen;2.3;M14.01.06;Plaie grave du thorax - abdomen;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M45.09;Pâleur, soif, prostation;2.3;M14.01.07;Plaie grave avec pâleur/soif/prostration;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M45.31;Morsure;2.3;M14.02.00;Morsure;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M45.32;Morsure - Morsure grave;2.3;M14.02.01;Morsure grave;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M45.33;Morsure - Morsure sans signe de gravité;2.3;M14.02.02;Morsure sans signe de gravité;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M46.00;Brûlures;2.3;M15.00.00;Brûlures;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M46.01;Brûlure thermique;2.3;M15.01.00;Brûlure thermique;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M46.02;Brûlure thermique - Brûlure étendue / circulaire ou tronc / face / cou;2.3;M15.01.01;Brûlure thermique grave (étendue / circulaire / tronc / face / cou);OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M46.03;Brûlure thermique - Brûlure à l‘oeil;2.3;M15.01.02;Brûlure thermique à l'œil;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M46.09;Brûlure thermique - Brûlure thermique sans signe de gravité identifié;2.3;M15.01.03;Brûlure thermique sans signe de gravité;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M46.11;Brûlure chimique;2.3;M15.02.00;Brûlure chimique;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M46.12;Brûlure chimique - Brûlure étendue / circulaire ou tronc / face / cou;2.3;M15.02.01;Brûlure chimique grave (étendue / circulaire / tronc / face / cou);OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M46.13;Brûlure chimique - Brûlure à l‘oeil;2.3;M15.02.02;Brûlure à l'œil;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M46.19;Brûlure chimique - Brûlure chimique sans signe de gravité identifié;2.3;M15.02.03;Brûlure chimique sans signe de gravité;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M46.21;Gelure;2.3;M15.03.00;Gelure;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M46.22;Gelure - Gelure grave;2.3;M15.03.01;Gelure grave;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M46.29;Gelure - Gelure sans signe de gravité identifié;2.3;M15.03.02;Gelure sans signe de gravité;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M50.00;Intoxication;2.3;M16.00.00;Intoxication;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M50.11;Intoxication au CO / fumées;2.3;M16.01.00;Intoxication au CO / fumées;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M50.12;Intoxication au CO / fumées - Avec convulsions / troubles de la conscience;2.3;M16.01.01;Intoxication au CO / fumées avec convulsions / troubles de la conscience;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M50.15;Intoxication au CO / fumées - Vomissements, céphalées;2.3;M16.01.02;Intoxication au CO / fumées avec vomissements, céphalées;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M50.16;Intoxication au CO / fumées - Sans signe de gravité identifié;2.3;M16.01.03;Intoxication au CO / fumées sans signe de gravité;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M50.21;Intoxication éthylique ou prise de stupéfiants;2.3;M16.02.00;Intoxication éthylique / prise de stupéfiants ;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M50.22;Intoxication éthylique ou prise de stupéfiants - Convulsions et/ou coma;2.3;M16.02.01;Intoxication éthylique / prise de stupéfiants avec convulsions ou coma;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M50.25;Intoxication éthylique ou prise de stupéfiants - Somnolence;2.3;M16.02.02;Intoxication éthylique / prise de stupéfiants avec somnolence;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M50.29;Intoxication éthylique ou prise de stupéfiants - Sans signe de gravité identifié;2.3;M16.02.03;Intoxication éthylique / prise de stupéfiants sans signe de gravité;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M50.31;Médicamenteuse;2.3;M16.03.00;Intoxication médicamenteuse ;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M50.32;Médicamenteuse - Convulsions et/ou coma;2.3;M16.03.01;Intoxication médicamenteuse avec convulsions ou coma;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M50.33;Médicamenteuse - Détresse respiratoire;2.3;M16.03.02;Intoxication médicamenteuse avec détresse respiratoire ;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M50.35;Médicamenteuse - Somnolence;2.3;M16.03.03;Intoxication médicamenteuse avec somnolence;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M50.39;Médicamenteuse - Sans signe de gravité identifié;2.3;M16.03.04;Intoxication médicamenteuse sans signe de gravité;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M50.51;Chimiques / venimeuses;2.3;M16.04.00;Intoxication chimique / venimeuse;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M50.52;Chimiques / venimeuses - Avec convulsions / troubles de la conscience;2.3;M16.04.01;Intoxication chimique / venimeuse avec convulsions / troubles de la conscience;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M50.53;Chimiques / venimeuses - Détresse respiratoire et/ou toux;2.3;M16.04.02;Intoxication chimique / venimeuse avec détresse respiratoire ou toux;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M50.54;Chimiques / venimeuses - Sans signe de gravité identifié;2.3;M16.04.03;Intoxication chimique / venimeuse sans signe de gravité;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M50.59;Douleurs ostéoarticulaires - Douleur ostéoarticulaire sans signe de gravité identifié;2.3;M17.04.02;Douleur ostéoarticulaire sans signe de gravité;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M60.00;Douleurs;2.3;M17.00.00;Douleurs;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M60.01;Céphalées;2.3;M17.01.00;Céphalées;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M60.03;Céphalées - Avec troubles de conscience;2.3;M17.01.01;Céphalées avec troubles de conscience;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M60.05;Céphalées - Céphalées chez la femme enceinte;2.3;M17.01.02;Céphalées chez la femme enceinte;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M60.08;Céphalées - Sans signe de gravité identifiée;2.3;M17.01.03;Céphalées sans signe de gravité;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M60.21;Douleurs abdominales;2.3;M17.02.00;Douleurs abdominales ;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M60.26;Douleurs abdominales - Sans signe de gravité identifiée;2.3;M17.02.01;Douleurs abdominales sans signe de gravité;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M60.31;Douleur thoracique;2.3;M17.03.00;Douleur thoracique ;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M60.32;Douleur thoracique - Avec antécédent infarctus et/ou même douleur;2.3;M17.03.00;Douleur thoracique ;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M60.33;Douleur thoracique - Douleur médiane en étau;2.3;M17.03.00;Douleur thoracique ;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M60.34;Douleur thoracique - Pendant effort ou dans les heures qui suivent;2.3;M17.03.00;Douleur thoracique ;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M60.35;Douleur thoracique - Facteurs de risque cardio-vasculaires;2.3;M17.03.00;Douleur thoracique ;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M60.36;Douleur thoracique - Pâleur intense;2.3;M17.03.00;Douleur thoracique ;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M60.37;Douleur thoracique - Sueurs;2.3;M17.03.00;Douleur thoracique ;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M60.38;Douleur thoracique - Nausées;2.3;M17.03.00;Douleur thoracique ;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M60.39;Douleur thoracique - Avec palpitations;2.3;M17.03.00;Douleur thoracique ;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M60.40;Douleur thoracique - Prise de toxiques récente;2.3;M17.03.00;Douleur thoracique ;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M60.41;Douleur thoracique - Douleur thoracique déclenchée par la toux ou la respiration;2.3;M17.03.00;Douleur thoracique ;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M60.49;Douleur thoracique - Douleur thoracique sans signe de gravité identifié;2.3;M17.03.00;Douleur thoracique ;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M60.51;Douleurs ostéoarticulaires;2.3;M17.04.00;Douleurs ostéoarticulaires ;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M60.53;Douleurs ostéoarticulaires - Douleur de membre;2.3;M17.04.01;Douleurs ostéoarticulaires ou de membre;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M60.91;Autres douleurs;2.3;M17.05.00;Autres douleurs ;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M60.92;Autres douleurs - Douleurs dentaires;2.3;M17.05.01;Douleurs dentaires;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M60.93;Autres douleurs - Douleurs oculaires;2.3;M17.05.02;Douleurs oculaires;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M60.94;Autres douleurs - Douleurs ORL (nez, gorge, oreilles);2.3;M17.05.03;Douleurs ORL (nez / gorge / oreilles);OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M60.96;Autres douleurs - Sans signe de gravité identifié;2.3;M17.05.04;Autres douleurs sans signe de gravité;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M80.00;Accouchement / problème obstétrique;2.3;M18.00.00;Accouchement / problème obstétrique;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M80.01;Accouchement réalisé ou imminent;2.3;M18.01.00;Accouchement réalisé ou imminent;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M80.02;Accouchement réalisé ou imminent - Partie du bébé est visible;2.3;M18.01.01;Accouchement imminent avec bébé visible;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M80.03;Accouchement réalisé ou imminent - Accouchement réalisé;2.3;M18.01.02;Accouchement réalisé;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M80.04;Accouchement réalisé ou imminent - Sent le bébé descendre / Envie de pousser;2.3;M18.01.03;Accouchement imminent - Sent le bébé descendre ou envie de pousser;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M80.05;Accouchement réalisé ou imminent - Contractions < 5 min avec ou sans perte des eaux;2.3;M18.01.04;Accouchement imminent - Contractions < 5 min avec ou sans perte des eaux;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M80.06;Accouchement réalisé ou imminent - Contractions entre 5 et 10 min avec ou sans perte des eaux;2.3;M18.01.05;Accouchement imminent - Contractions entre 5 et 10 min avec ou sans perte des eaux;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M80.07;Accouchement réalisé ou imminent - Perte des eaux;2.3;M18.01.06;Accouchement imminent - Perte des eaux;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M80.08;Accouchement réalisé ou imminent - Contractions et hémorrgies;2.3;M18.01.07;Accouchement imminent - Contractions et hémorragies;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M80.11;Autre problème obstétrical;2.3;M18.02.00;Autre problème obstétrical ;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M80.12;Autre problème obstétrical - Saignement / hémorragie pour une grossesse;2.3;M18.02.01;Saignement / hémorragie au décours d'une grossesse;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M80.13;Autre problème obstétrical - Douleurs abdominales de la femme enceinte;2.3;M18.02.02;Douleurs abdominales chez une femme enceinte;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M80.14;Autre problème obstétrical - Saignement / hémorragie;2.3;M18.02.03;Autre problème obstétrical  avec saignement / hémorragie ;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M80.15;Autre problème obstétrical - Anomalie de résultat biologique;2.3;M18.02.04;Problème obstétrical avec anomalie de résultat biologique;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M80.19;Autre problème obstétrical - Autre problème obstétrical sans signe de gravité identifié;2.3;M18.02.05; Autre problème obstétrical sans signe de gravité;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M90.00;Autres affections;2.3;M19.00.00;Autres affections;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M90.01;Accident exposition aux risques biologiques;2.3;M19.01.00;Accident exposition aux risques biologiques;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M90.11;Allergies;2.3;M19.02.00;Allergies;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M90.12;Allergies - Avec gonflement du visage, du cou, modification de la voix;2.3;M19.02.01;Allergies avec gonflement du visage, du cou ou modification de la voix;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M90.13;Allergies - Avec sensation de malaise/problème digestif;2.3;M19.02.02;Allergies - Avec sensation de malaise/problème digestif;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M90.14;Allergies - Avec éruption généralisée;2.3;M19.02.03;Allergies avec éruption généralisée;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M90.16;Allergies - Avec perte de connaissance initiale ou inconscience;2.3;M19.02.04;Allergies  avec perte de connaissance initiale ou altération de la inconscience;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M90.17;Allergies - Avec difficultés respiratoires;2.3;M19.02.05;Allergies avec difficultés respiratoires;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M90.19;Allergies - Allergie sans signe de gravité identifié;2.3;M19.02.06;Allergies sans signe de gravité;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M90.21;Anomalie de la glycémie;2.3;M19.03.00;Anomalie de la glycémie;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M90.31;Demande de conseil médical ou ordonnance;2.3;M19.04.00;Demande de conseil médical ou ordonnance;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M90.41;Fièvre;2.3;M19.05.00;Fièvre;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M90.51;Trouble digestif;2.3;M19.06.00;Trouble digestif;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M90.52;Trouble digestif - Avec hémorragie digestive;2.3;M19.06.01;Trouble digestif avec hémorragie digestive;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M90.53;Trouble digestif - Avec trouble digestif;2.3;M19.06.02;Trouble digestif avec trouble du transit (diarrhée / vomissement);OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M90.54;Trouble digestif - Problème de poche digestive;2.3;M19.06.03;Problème de poche digestive;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M90.55;Trouble digestif - Sans douleur;2.3;M19.06.04;Trouble digestif sans douleur;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M90.59;Trouble digestif - Troubles digestifs sans signe de gravité identifié;2.3;M19.06.05;Troubles digestifs sans signe de gravité;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M90.61;Problème psychiatrique / social;2.3;M19.07.00;Problème psychiatrique / social;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M90.62;Problème psychiatrique / social - Altération de l‘état général - misère physiologique et incurie;2.3;M19.07.01;Misère physiologique ou incurie;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M90.63;Problème psychiatrique / social - Agitation, crise nerveuse, comportement violent;2.3;M19.07.02;Agitation / crise nerveuse / comportement violent;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M90.64;Problème psychiatrique / social - Etat de manque - Sevrage;2.3;M19.07.03;Etat de manque / Sevrage;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M90.65;Problème psychiatrique / social - Problème social ou sanitaire;2.3;M19.07.04;Problème social ou sanitaire;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M90.71;Problème infectieux;2.3;M19.08.00;Problème infectieux;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M98.00;Décès certain;2.3;M20.00.00;Décès certain;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M98.01;Corps en décomposition;2.3;M20.01.00;Corps en décomposition;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M98.11;Décés déclaré par un professionnel de santé;2.3;M20.02.00;Décés déclaré par un professionnel de santé;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M98.21;Rigidité cadavérique certaine au niveau des membres et corps froid;2.3;M20.03.00;Rigidité cadavérique et corps froid;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;1.9;M98.31;Tête détachée;2.3;M20.04.00;Tête séparée du tronc;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M08.00.00;Personne inconsciente ;1.9;M22.00;Personne inconsciente;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M08.01.00;Personne en arrêt ventilatoire;1.9;M22.01;Pas de mouvement ventilatoire;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M08.02.00;Personne en arrêt cardio-respiratoire;1.9;M22.11;Arrêt cardio-respiratoire;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M08.03.00;Personne inconsciente qui respire;1.9;M22.21;Inconscient qui respire;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M09.00.00;Hémorragies / Saignements ;1.9;M24.00;Hémorragies / Saignements;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M09.01.00;Hémorragie ne pouvant être stoppée;1.9;M24.01;Hémorragie ne pouvant être stoppée;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M09.01.01;Epitaxis non stoppée par compression;1.9;M24.02;Hémorragie ne pouvant être stoppée - Epistaxis non stoppée par la compression;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M09.02.00;Hémorragie extériorisée;1.9;M24.21;Hémorragie extériorisée;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M09.02.01;Hémorragie digestive (haute ou basse) extériorisée;1.9;M24.25;Hémorragie extériorisée - Hémorragie digestive (haute ou basse);OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M09.02.02;Hémorragie extériorisée avec malaise ;1.9;M24.26;Hémorragie extériorisée - Malaise;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M09.02.03;Crache du sang hémoptysie;1.9;M24.27;Hémorragie extériorisée - Crache du sang en toussant;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M09.02.04;Saignement stoppé par compression;1.9;M24.28;Hémorragie extériorisée - Saignement peut être stoppé par compression;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M09.02.05;Epistaxis stoppée par compression;1.9;M24.29;Hémorragie extériorisée - Epistaxis stoppée par compression;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M09.03.00;Saignements bénins;1.9;M24.91;Saignements bénins;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M09.03.01;Saignement bénin sans signe de gravité identifié;1.9;M24.92;Saignements bénins - Saignement sans signe de gravité identifié;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M10.00.00;Problème circulatoire;1.9;M30.00;Circulatoire;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M10.01.00;Palpitations;1.9;M30.61;Palpitations;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M10.02.00;Autres troubles circulatoires;1.9;M30.00;Circulatoire;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M10.02.01;Patient/victime choquée par défibrillateur implanté;1.9;M30.92;Autres troubles - Victime déjà choquée par un DAI;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M10.02.02;Bradycardie < 50 ou tachycardie > 150;1.9;M30.93;Autres troubles - Fréquence cardiaque < 50 ou > 150;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M10.02.03;Pression Artérielle < 90 mmHg;1.9;M30.95;Autres troubles - Tension artérielle < 90 mm Hg;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M10.02.04;Pression Artérielle > 160 mmHg;1.9;M30.96;Autres troubles - Tension artérielle > 160 mm Hg;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M10.02.05;Autre trouble sans signe de gravité;1.9;M30.97;Autres troubles - Autre trouble sans signe de gravité identifié;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M11.00.00;Problème respiratoire;1.9;M31.11 ;Difficultés respiratoires;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M11.01.00;Détresse respiratoire;1.9;M31.01;Détresse respiratoire;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M11.01.01;Détresse respiratoire avec asphyxie;1.9;M31.02;Détresse respiratoire - Etat asphyxique (moins de 4 syllabes ou mots courts, cyanose), ou obstruction complète;OK;OK;;;;;;
Motif de recours médico secouriste;$.qualification.healthMotive;2.3;M11.01.02;Epuisement respiratoire chez un nourrisson ;1.9;M31.03;Détresse respiratoire - Epuisement respiratoire chez un nourrisson ou signes de lutte;OK;OK;;;;;;
