code;label_n1;label_n2;label_n3;description;commentaire
/HUM/CAPAB/FIR/WATOFF;Ressources humaines;Capacité;Officier de l'eau; Terme désignant une personne responsable de garantir la fourniture de quantités adéquates d'eau pour la lutte contre l'incendie sur le site de l'incident.;
/HUM/CAPAB/MED/ANSPHY;Ressources humaines;Capacité;Médecin anesthésiste; Une capacité médicale identifiée comme un médecin spécialisé dans l'administration d'un agent provoquant la perte de sensation, avec ou sans perte de conscience.;
/HUM/CAPAB/MED/DNTPHY;Ressources humaines;Capacité;Médecin dentiste; Une capacité médicale identifiée comme un médecin traitant la prévention et le traitement des maladies et des malformations des dents, des gencives et de la cavité buccale, ainsi que l'extraction, la correction et le remplacement des parties cariées, endommagées ou perdues, notamment les opérations de restauration et de couronnement des dents, le redressement des dents et la fabrication de prothèses dentaires artificielles.;
/HUM/CAPAB/MED/DOCTOR;Ressources humaines;Capacité;Médecin; Une personne autorisée à pratiquer la médecine, en tant que médecin, chirurgien ou dentiste.;
/HUM/CAPAB/MED/GYNPHY;Ressources humaines;Capacité;Médecin en gynécologie; Une capacité médicale identifiée comme un médecin spécialisé dans une branche de la médecine qui traite des maladies et des soins physiques de routine du système reproductif des femmes.;
/HUM/CAPAB/MED/HDNPHY;Ressources humaines;Capacité;Médecin en tête/cou; Une capacité médicale identifiée comme un médecin spécialisé en psychologie.;
/HUM/CAPAB/MED/INMPHY;Ressources humaines;Capacité;Médecin en médecine interne; Une capacité médicale identifiée comme un médecin spécialisé en pathologie, qui est l'étude scientifique de la nature des maladies et de leurs causes, processus, développement et conséquences.;
/HUM/CAPAB/MED/NURSE;Ressources humaines;Capacité;Infirmier; Une personne éduquée et formée pour prendre soin des malades ou des infirmes.;
/HUM/CAPAB/MED/ORTPHY;Ressources humaines;Capacité;Médecin en orthopédie; Une capacité médicale identifiée comme un médecin spécialisé dans la correction des déformations ou des troubles fonctionnels du système squelettique, en particulier des extrémités et de la colonne vertébrale, ainsi que des structures associées, telles que les muscles et les ligaments.;
/HUM/CAPAB/MED/OTHPHY;Ressources humaines;Capacité;Autre médecin; Une capacité médicale identifiée comme un médecin spécialisé en chirurgie.;
/HUM/CAPAB/MED/PRCPHY;Ressources humaines;Capacité;Médecin de soins primaires; Personne médicalement formée capable de référer des personnes à des spécialistes selon les besoins au sein du système médical.;
/HUM/CAPAB/MED/PSYPHY;Ressources humaines;Capacité;Médecin en psychologie; Personne formée médicalement dans la science de l'esprit ou des états mentaux et de leurs processus.;
/HUM/CAPAB/MED/PTHPHY;Ressources humaines;Capacité;Médecin en pathologie; Personne formée médicalement dans la science ou l'étude de l'origine, de la nature et du déroulement des maladies.;
/HUM/CAPAB/MED/RADPHY;Ressources humaines;Capacité;Médecin en radiologie; Personne spécialement formée qui prend des radiographies pour l'examen ou la photographie d'organes, d'os, etc.;
/HUM/CAPAB/MED/SURPHY;Ressources humaines;Capacité;Médecin en chirurgie; Médecin spécialement formé qui réalise des opérations.;
/HUM/CAPAB/MIL/AUTCDR;Ressources humaines;Capacité;Commandant autorisé; Une capacité militaire identifiée comme l'officier dûment nommé responsable d'une unité, d'un poste, d'un camp ou d'une opération.;
/HUM/CAPAB/MIL/INTOFF;Ressources humaines;Capacité;Officier du renseignement; Une capacité militaire qui est identifiée comme l'officier responsable des activités liées à la collecte et à l'analyse d'informations sur un ennemi réel ou potentiel.;
/HUM/CAPAB/MIL/LIAISN;Ressources humaines;Capacité;Officier de liaison; Une capacité militaire responsable des tâches de liaison.;
/HUM/CAPAB/MIL/OF1;Ressources humaines;Capacité;OF-1; La spécification d'une capacité militaire comme étant appropriée au grade d'officier de Lieutenant/Second Lieutenant.;
/HUM/CAPAB/MIL/OF10;Ressources humaines;Capacité;OF-10; La spécification d'une capacité militaire comme étant appropriée au grade d'officier de Field Marshal.;
/HUM/CAPAB/MIL/OF2;Ressources humaines;Capacité;OF-2; La spécification d'une capacité militaire comme étant appropriée au grade d'officier de Capitaine.;
/HUM/CAPAB/MIL/OF3;Ressources humaines;Capacité;OF-3; La spécification d'une capacité militaire comme étant appropriée au grade d'officier de Major.;
/HUM/CAPAB/MIL/OF4;Ressources humaines;Capacité;OF-4; La spécification d'une capacité militaire comme étant appropriée au grade d'officier de Lieutenant Colonel.;
/HUM/CAPAB/MIL/OF5;Ressources humaines;Capacité;OF-5; La spécification d'une capacité militaire comme étant appropriée au grade d'officier de Colonel.;
/HUM/CAPAB/MIL/OF6;Ressources humaines;Capacité;OF-6; La spécification d'une capacité militaire comme étant appropriée au grade d'officier de Brigadier.;
/HUM/CAPAB/MIL/OF7;Ressources humaines;Capacité;OF-7; La spécification d'une capacité militaire comme étant appropriée au grade d'officier de Major Général.;
/HUM/CAPAB/MIL/OF8;Ressources humaines;Capacité;OF-8; La spécification d'une capacité militaire comme étant appropriée au grade d'officier de Lieutenant Général.;
/HUM/CAPAB/MIL/OF9;Ressources humaines;Capacité;OF-9; La spécification d'une capacité militaire comme étant appropriée au grade d'officier de Général.;
/HUM/CAPAB/MIL/OFFR;Ressources humaines;Capacité;Officier, non spécifié autrement; La spécification d'une capacité militaire comme étant appropriée pour un individu investi d'une autorité au moyen d'une commission dans les forces armées.;
/HUM/CAPAB/MIL/OPSOFF;Ressources humaines;Capacité;Officier des opérations; Une capacité militaire qui est identifiée comme l'officier responsable des activités liées à la planification et à la direction des opérations militaires.;
/HUM/CAPAB/MIL/OR1;Ressources humaines;Capacité;OR-1; La spécification d'une capacité militaire comme étant appropriée pour le grade de Soldat (Classe 4).;
/HUM/CAPAB/MIL/OR2;Ressources humaines;Capacité;OR-2; La spécification d'une capacité militaire comme étant appropriée pour le grade de Soldat (Classe 1-3).;
/HUM/CAPAB/MIL/OR3;Ressources humaines;Capacité;OR-3; La spécification d'une capacité militaire comme étant appropriée pour le grade de Caporal-chef.;
/HUM/CAPAB/MIL/OR4;Ressources humaines;Capacité;OR-4; La spécification d'une capacité militaire comme étant appropriée pour le grade de Caporal.;
/HUM/CAPAB/MIL/OR5;Ressources humaines;Capacité;OR-5; La spécification d'une capacité militaire comme étant appropriée pour le grade de Sergent (Débutant).;
/HUM/CAPAB/MIL/OR6;Ressources humaines;Capacité;OR-6; La spécification d'une capacité militaire comme étant appropriée pour le grade de Sergent (3 ans d'ancienneté).;
/HUM/CAPAB/MIL/OR7;Ressources humaines;Capacité;OR-7; La spécification d'une capacité militaire comme étant appropriée pour le grade de Sergent-chef.;
/HUM/CAPAB/MIL/OR8;Ressources humaines;Capacité;OR-8; La spécification d'une capacité militaire comme étant appropriée pour le grade d'Adjudant-chef.;
/HUM/CAPAB/MIL/OR9;Ressources humaines;Capacité;OR-9; La spécification d'une capacité militaire comme étant appropriée pour le grade d'Adjudant.;
/HUM/CAPAB/MIL/OTHR;Ressources humaines;Capacité;Sous-officiers; La spécification d'une capacité militaire comme étant appropriée pour un individu qui ne détient pas une commission d'officier dans les forces armées.;
/HUM/CAPAB/MIL/POC;Ressources humaines;Capacité;Point de contact; Une capacité militaire responsable de coordonner les détails pour chaque élément de support requis.;
/HUM/CAPAB/POL/BMBOFF;Ressources humaines;Capacité;Officier de déminage; Il devrait s'agir d'une unité spécialisée.;
/HUM/CAPAB/POL/CASOFF;Ressources humaines;Capacité;Officier du Bureau des Victimes; Officier du Bureau des Victimes;
/HUM/CAPAB/POL/COFF;Ressources humaines;Capacité;Officier du Cordon; Veille à ce que le public en général et les médias ne franchissent pas la ligne de cordon.;
/HUM/CAPAB/POL/DETCTV;Ressources humaines;Capacité;Détective; Personne en charge des enquêtes.;
/HUM/CAPAB/POL/DIVER;Ressources humaines;Capacité;Plongeur de la police; Effectue des opérations de recherche et de récupération dans le but de récupérer des corps/objets immergés dans l'eau.;
/HUM/CAPAB/POL/MOM;Ressources humaines;Capacité;Responsable des Opérations Mortuaires;" En charge des équipes de la morgue et sera déployé dans la zone ""humide"" de la morgue. Cette personne assurera la liaison entre l'Officier de Documentation de la Morgue et le médecin légiste en chef tout en veillant à ce que la politique de procédure de la morgue décidée soit mise en œuvre. Le Responsable des Opérations Mortuaires supervisera la collecte de toutes les données, échantillons et biens personnels saisis sur les défunts ou les restes, en veillant à ce que la documentation concernant chaque corps/partie de corps traitée soit compilée avec précision et soumise à l'Officier de Documentation de la Morgue.";
/HUM/CAPAB/POL/PIO;Ressources humaines;Capacité;Officier de Police d'Incident; Commandant Silver ou sur le terrain, responsable des décisions au niveau tactique. [Extrait du Manuel de Procédure des Grands Incidents, 7ème édition, publié en 2007 par le London Emergency Services Liaison Panel (LESLP).];
/HUM/CAPAB/POL/PMR;Ressources humaines;Capacité;Représentant Médias de la Police; Désigné par le commandant de l'incident général pour être responsable de la diffusion d'informations au nom de la police. [Extrait du Manuel de Procédure des Grands Incidents, 7ème édition, publié en 2007 par le London Emergency Services Liaison Panel (LESLP).];
/HUM/CAPAB/POL/RDINV;Ressources humaines;Capacité;Enquêteur d'Accidents Routiers; Effectue des enquêtes détaillées sur les accidents de la route.;
/HUM/CAPAB/POL/SCO;Ressources humaines;Capacité;Officier de la Scène de Crime; Se rend sur les lieux du crime pour collecter des preuves.;
/HUM/CAPAB/POL/SIO;Ressources humaines;Capacité;Officier Principal des Enquêtes; Officier de police supérieur chargé par Gold de prendre en charge tous les aspects de l'enquête policière. [Extrait du Manuel de Procédure des Grands Incidents, 7ème édition, publié en 2007 par le London Emergency Services Liaison Panel (LESLP).];
/HUM/CAPAB/POL/STTTK;Ressources humaines;Capacité;Preneur de Déclarations; L'officier qui interroge les témoins et enregistre leurs déclarations.;
/HUM/CAPAB/TRP/AIRFW;Ressources humaines;Capacité;Air, aile fixe; La capacité de piloter un avion.;
/HUM/CAPAB/TRP/AIRRW;Ressources humaines;Capacité;Air, aile rotative; La capacité de piloter un hélicoptère.;
/HUM/CAPAB/TRP/AMPH;Ressources humaines;Capacité;Amphibie; La capacité de piloter un véhicule amphibie.;
/HUM/CAPAB/TRP/LNDRAI;Ressources humaines;Capacité;Terre, ferroviaire; La capacité de piloter un train.;
/HUM/CAPAB/TRP/LNDWHL;Ressources humaines;Capacité;Terre, à roues; La capacité de piloter un véhicule terrestre (voiture, camion, moto, etc.).;
/HUM/CAPAB/TRP/SEASS;Ressources humaines;Capacité;Mer, sous-marin; La capacité de piloter un sous-marin.;
/HUM/CAPAB/TRP/SEASUR;Ressources humaines;Capacité;Mer, surface; La capacité de piloter un navire.;
/HUM/PERSON/CFIROF;Ressources humaines;Personne;Chef des Pompiers; Une personne qui a la responsabilité de la réglementation, de la discipline et du contrôle d'un service d'incendie et de secours pour une zone donnée.;
/HUM/PERSON/GOVEMP;Ressources humaines;Personne;Employé Gouvernemental; Une personne qui représente une Organisation Gouvernementale et qui n'est pas un membre en uniforme d'une force armée régulière.;
/HUM/PERSON/INTLCT;Ressources humaines;Personne;Intellectuel; Une personne qui est un être intellectuel, une personne possédant ou censée posséder des pouvoirs intellectuels supérieurs.;
/HUM/PERSON/JRNLST;Ressources humaines;Personne;Journaliste; Une personne qui gagne sa vie en éditant ou en écrivant pour un journal public.;
/HUM/PERSON/MEDIA;Ressources humaines;Personne;Média; Une personne qui fait des reportages pour les médias de masse (notamment la télévision, la radio et les journaux).;
/HUM/PERSON/NONGVE;Ressources humaines;Personne;Employé d'ONG; Une personne qui représente une Organisation Non Gouvernementale et qui n'est pas un membre en uniforme d'une force armée régulière.;
/HUM/PERSON/POLCHF;Ressources humaines;Personne;Chef de Police; Une personne qui a la responsabilité de la réglementation, de la discipline et du contrôle d'une communauté pour l'application de la loi et le maintien de l'ordre public.;
/HUM/PERSON/VILELD;Ressources humaines;Personne;Ancien du Village; Une personne d'âge mûr et d'expérience dont les conseils sont donc recherchés et valorisés.;
/HUM/PERSON/WRITER;Ressources humaines;Personne;Écrivain; Une personne qui pratique ou exécute l'écriture.;
/HUM/UNIT/AIRLSN;Ressources humaines;Unité;Officier de Liaison Aérienne; Un officier de l'armée de l'air tactique ou de l'aviation navale attaché à une unité ou formation terrestre ou navale en tant que conseiller tactique.;
/HUM/UNIT/C2;Ressources humaines;Unité;Unité de Commandement et de Contrôle; Unité spécialisée utilisée comme centre de commandement et de contrôle sur le terrain d'un incident.;
/HUM/UNIT/CBRN;Ressources humaines;Unité;NRBC; Un type d'unité dont la principale désignation est la défense nucléaire, biologique et chimique.;
/HUM/UNIT/CONST;Ressources humaines;Unité;Construction; Un type d'unité dont la désignation indique une capacité à construire diverses installations en soutien direct des opérations militaires.;
/HUM/UNIT/CRSMAN;Ressources humaines;Unité;Équipe de Gestion de Crise; Personnel réuni sous l'autorité du chef de la direction pour gérer et coordonner la réponse de l'administration locale à une urgence.;
/HUM/UNIT/DISID;Ressources humaines;Unité;Équipe d'Identification des Catastrophes; Équipe utilisée pour identifier les corps lors d'une catastrophe.;
/HUM/UNIT/EMPOFF;Ressources humaines;Unité;Officier de Planification des Urgences; Un officier de l'autorité locale impliqué dans la liaison de la planification préalable avec les services d'urgence PROTECCAO-CIVIL (Portugal).;
/HUM/UNIT/ENG;Ressources humaines;Unité;Ingénieur; Un type d'unité dont la désignation principale est la construction majeure, la démolition et des projets de camouflage étendus.;
/HUM/UNIT/ENVOFF;Ressources humaines;Unité;Agent de Protection de l'Environnement; Un terme pour décrire une personne qui serait responsable de la coordination de toutes les mesures visant à protéger l'environnement tout au long du déroulement de l'incident d'urgence.;
/HUM/UNIT/FINANC;Ressources humaines;Unité;Finance; Un type d'unité qui fournit des services de paiement et de droits.;
/HUM/UNIT/FIXWNG;Ressources humaines;Unité;Aile fixe; Un type d'unité dont la désignation indique l'utilisation d'actifs à aile fixe dans le régime aérien.;
/HUM/UNIT/GUID;Ressources humaines;Unité;Unité de Guidage; Unité pour accueillir et envoyer des équipes de soutien.;
/HUM/UNIT/HELCTR;Ressources humaines;Unité;Hélicoptère; Un type d'unité dont la désignation indique l'utilisation d'actifs à aile rotative dans le régime aérien.;
/HUM/UNIT/LAWENF;Ressources humaines;Unité;Forces de l'Ordre; Un type d'unité dont la désignation principale est la fourniture de services de maintien de l'ordre.;
/HUM/UNIT/LNDSPT;Ressources humaines;Unité;Soutien à l'Atterrissage; Un type d'unité dont la désignation principale est la fourniture de services de soutien à l'atterrissage.;
/HUM/UNIT/LOG;Ressources humaines;Unité;Logistique; Un type d'unité dont la désignation principale est la planification et la réalisation du mouvement et de la maintenance des forces.;
/HUM/UNIT/MAGRSP;Ressources humaines;Unité;Équipe d'Intervention Multi-Agences; Intervention en cas d'urgence par plusieurs services d'urgence. Aussi connu sous le nom de Coopération Multi-Agences (Portugal) et Incident en Co-intervention.;
/HUM/UNIT/MAINT;Ressources humaines;Unité;Maintenance; Un type d'unité dont la désignation principale est la réparation et la maintenance de l'équipement.;
/HUM/UNIT/MDSADV;Ressources humaines;Unité;Équipe de Conseil en Cas de Catastrophe Majeure; Une équipe de service de police disponible en cas de besoin immédiat pour donner des conseils sur la gestion d'incidents majeurs.;
/HUM/UNIT/MEDCL;Ressources humaines;Unité;Médical; Un type d'unité dont la désignation principale est la fourniture de services médicaux et dentaires et l'évacuation des blessés.;
/HUM/UNIT/MST;Ressources humaines;Unité;Équipe Chirurgicale Mobile; Une unité de services de santé spécialisée qui intervient sur les lieux pour effectuer des interventions d'urgence sur place.;
/HUM/UNIT/MSURTM;Ressources humaines;Unité;Équipe Chirurgicale Mobile; Une unité de services de santé spécialisée qui intervient sur les lieux pour effectuer des interventions d'urgence sur place.;
/HUM/UNIT/NAVAL;Ressources humaines;Unité;Naval; Un type d'unité dont la désignation indique une utilisation dans le régime naval.;
/HUM/UNIT/POL;Ressources humaines;Unité;Unités de Police; Unités de Police;
/HUM/UNIT/PSYCH;Ressources humaines;Unité;Psychologique; Un type d'unité qui fournit un traitement lié à l'état mental et émotionnel d'une personne.;
/HUM/UNIT/RAILWY;Ressources humaines;Unité;Ferroviaire; Un type d'unité dont la désignation indique une utilisation sur ou le long d'une voie ferrée.;
/HUM/UNIT/RECCE;Ressources humaines;Unité;Reconnaissance; Un type d'unité dont la désignation principale est d'obtenir, par observation visuelle ou d'autres méthodes de détection, des informations sur les activités et les ressources d'un danger ou d'une menace potentielle, ou de recueillir des données sur les caractéristiques météorologiques, hydrographiques ou géographiques d'une zone particulière.;
/HUM/UNIT/RELCHP;Ressources humaines;Unité;Religieux/Aumônier; Un type d'unité qui fournit des services religieux.;
/HUM/UNIT/RIVERN;Ressources humaines;Unité;Fluvial; Un type d'unité dont la désignation indique une utilisation sur ou le long d'une rivière.;
/HUM/UNIT/SAR;Ressources humaines;Unité;Recherche et Sauvetage; Un type d'unité qui fournit des capacités et un soutien de recherche et de sauvetage.;
/HUM/UNIT/SECPOL;Ressources humaines;Unité;Police de Sécurité; Un type d'unité qui fournit des services de police de sécurité.;
/HUM/UNIT/SHRPAT;Ressources humaines;Unité;Patrouille Côtière; Un type d'unité qui fournit des services de patrouille côtière.;
/HUM/UNIT/SPECIA;Ressources humaines;Unité;Unités de Police Spécialisées; Unités spécialisées: couvre également les conseillers scientifiques. La description détaillée sera fournie dans la zone de texte libre. Exemples : Conseiller scientifique et technique qualifié dans les incidents impliquant des substances dangereuses et/ou radioactives, spécialistes des armes à feu, etc.;
/HUM/UNIT/SURG;Ressources humaines;Unité;Chirurgical; Un type d'unité qui fournit des services chirurgicaux.;
/HUM/UNIT/TRAUMA;Ressources humaines;Unité;Équipe de Traumatologie; Équipe médicale d'urgence qui intervient sur les lieux. Irlande : aussi connue sous le nom de Groupe d'Urgence Médicale MUG.;
/HUM/UNIT/TRNPTN;Ressources humaines;Unité;Transport; Un type d'unité dont la désignation principale est la fourniture de transport pour le personnel et/ou le matériel.;
/HUM/UNIT/VET;Ressources humaines;Unité;Vétérinaire; Un type d'unité qui fournit des soins médicaux ou chirurgicaux aux animaux.;
/HUM/UNIT/WLFCOR;Ressources humaines;Unité;Équipe de Coordination du Bien-être; Service chargé de s'occuper des besoins en matière de bien-être à long terme des personnes blessées dans ou touchées par l'incident.;
/HUM/UNIT/POL/AIRSPT;Ressources humaines;Unité;Unité de Soutien Aérien; Utilisation d'hélicoptères pour aider à la recherche de personnes disparues, à la recherche de véhicules, à la photographie aérienne pour la surveillance, à l'éclairage de scène et au transport rapide de ressources spécialisées.;
/HUM/UNIT/POL/MNTPOL;Ressources humaines;Unité;Police Montée; Une unité de police spécialisée montée sur des chevaux utilisée normalement pour le contrôle des foules Unités de choc de la police, créées pour gérer les troubles publics au Portugal. Voir aussi l'Unité de l'Ordre Public.;
/HUM/UNIT/POL/PUBORD;Ressources humaines;Unité;Unité de l'Ordre Public; Comprend des conseillers tactiques, des instructeurs et des agents formés capables de fournir une réponse lors de situations d'ordre public, de manifestations, de marches ou de troubles. Plus fréquemment, les membres de l'équipe, répartis dans toute la force, sont utilisés pour aider les agents opérationnels à répondre à diverses situations, des opérations anti-drogue aux prises d'otages et aux manifestations publiques, en passant par des détenus plus fréquemment violents.;
/HUM/UNIT/POL/RDSPT;Ressources humaines;Unité;Unité de Soutien Routier; Responsable de l'application de la loi, de la gestion des incidents tels que les collisions et les dangers, et de l'éducation du public sur la sécurité routière et la législation.;
/HUM/UNIT/POL/SPCLST;Ressources humaines;Unité;Unités Spécialisées; Y compris les Armes à feu, les Empreintes digitales, différents types de la Police Scientifique (notamment la Biologie, la Botanique, la Chimie, la Toxicologie, la Psychiatrie, la Psychologie).;
/HUM/UNIT/SAR/CSAR;Ressources humaines;Unité;SAR en Grotte; Équipes spécialisées de recherche et de sauvetage en grotte.;
/HUM/UNIT/SAR/MSAR;Ressources humaines;Unité;SAR en Montagne; Équipes spécialisées de recherche et de sauvetage en montagne.;
/HUM/UNIT/SAR/RSAR;Ressources humaines;Unité;SAR Radiologique (pour les installations nucléaires);;
/HUM/UNIT/SAR/RST;Ressources humaines;Unité;Équipe de Sauvetage en Milieu Urbain; Équipe de sauvetage spécialisée formée aux sauvetages en surface et sous terre.;
/HUM/UNIT/SAR/SSAR;Ressources humaines;Unité;SAR en Mer; Équipes de recherche et de sauvetage en mer au large.;
/HUM/UNIT/SAR/USAR;Ressources humaines;Unité;SAR Urbain; Équipes de recherche et de sauvetage spécialisées formées pour travailler en milieu urbain.;
/HUM/UNIT/SAR/WSAR;Ressources humaines;Unité;SAR en Eau; Intérieur (rivières, lacs, etc.).;
/HUM/UNIT/SAR/USAR/CANIN;Ressources humaines;Unité;Équipes Canines; Équipes canines utilisées dans les opérations de recherche et de sauvetage.;
/HUM/UNIT/SAR/USAR/DETEC;Ressources humaines;Unité;Équipes de Détection; Équipes de détection;
/MAT/CM;Matériel;Consommable;Consommable; Consommable;
/MAT/EQ;Matériel;Équipement;Équipement; Équipement;
/MAT/VEH;Matériel;Véhicule;Véhicule; Véhicule;
/MAT/CM/ABSAG;Matériel;Consommable;Agent Absorbant; Agent absorbant;
/MAT/CM/BIOAGN;Matériel;Consommable;Agent Biologique; Toute bactérie, virus ou toxine pouvant être utilisé en soins biologiques.;
/MAT/CM/CHMAGN;Matériel;Consommable;Agent Chimique; Un agent qui provoque des réactions chimiques.;
/MAT/CM/CON;Matériel;Consommable;Matériaux de Construction; Tout matériau pouvant être utilisé dans la construction.;
/MAT/CM/EXTAG;Matériel;Consommable;Agent d'Extinction; Agent d'extinction;
/MAT/CM/FOO;Matériel;Consommable;Nourriture; Matériel à utiliser comme nourriture sous forme solide ou liquide.;
/MAT/CM/FUEL;Matériel;Consommable;Carburant; Une source d'énergie pour les moteurs, les centrales électriques ou les réacteurs : Le kérosène est utilisé comme carburant pour les moteurs à réaction.;
/MAT/CM/FUSE;Matériel;Consommable;Fusible; Un dispositif qui amorce une chaîne explosive.;
/MAT/CM/LUBRIC;Matériel;Consommable;Lubrifiant; Un matériau, généralement de l'huile, utilisé pour lubrifier les machines.;
/MAT/CM/MATING;Matériel;Consommable;Revêtement de sol; Acier ou autre matériau utilisé pour construire une surface de support au sol.;
/MAT/CM/MEDICN;Matériel;Consommable;Médicament; Toute substance ou substances utilisées pour traiter une maladie ou une affection, médicament, remède.;
/MAT/CM/MEDSPL;Matériel;Consommable;Fournitures Médicales; Fournitures pour le traitement des blessures, des maladies et des affections, y compris les médicaments.;
/MAT/CM/MEGPHN;Matériel;Consommable;Mégaphone; Un instrument pour transporter le son sur de longues distances.;
/MAT/CM/MONEY;Matériel;Consommable;Argent; La monnaie officielle, les pièces de monnaie et les billets de banque négociables émis par un gouvernement.;
/MAT/CM/OIL;Matériel;Consommable;Pétrole; Une substance ayant les caractéristiques suivantes (ou la plupart d'entre elles) : à savoir celles d'être liquide à température ordinaire, d'une consistance visqueuse et d'une sensation lisse et collante (onctueuse), plus légère que l'eau et insoluble dans celle-ci, soluble dans l'alcool et l'éther, inflammable, chimiquement neutre.;
/MAT/CM/PAINT;Matériel;Consommable;Peinture; Une substance composée de matière colorante solide dissoute dans un véhicule liquide, tel que l'eau ou l'huile, utilisée pour donner une couleur en étant étalée sur une surface.;
/MAT/CM/PAPER;Matériel;Consommable;Papier; Une substance composée de fibres entrelacées en une structure compacte.;
/MAT/CM/PPE;Matériel;Consommable;Équipement de Protection Personnelle; Un terme désignant des vêtements et un équipement fabriqués pour prévenir les risques pour le personnel liés aux vapeurs, aux gaz et aux particules provenant de déchets dangereux.;
/MAT/CM/RATCO;Matériel;Consommable;Rations de Combat; Un paquet de portions fixes de nourriture alloué aux personnes.;
/MAT/CM/RATFR;Matériel;Consommable;Rations Fraîches; Nourriture fraîche allouée aux personnes.;
/MAT/CM/RATTI;Matériel;Consommable;Rations en Conserve; Nourriture conservée dans un contenant alloué aux personnes.;
/MAT/CM/RETAG;Matériel;Consommable;Agent Retardateur; Agent retardateur;
/MAT/CM/TIMBER;Matériel;Consommable;Bois; Bois utilisé pour la construction;
/MAT/CM/UNIFRM;Matériel;Consommable;Uniforme; Une tenue distinctive de coupe uniforme, de matériaux et de couleur portée par tous les membres d'une force navale, militaire ou autre à laquelle elle est reconnue comme appartenant proprement et de manière particulière.;
/MAT/CM/WIRE;Matériel;Consommable;Fil; Un brin ou une tige métallique souple fabriqué en plusieurs longueurs et diamètres.;
/MAT/CM/WTREXT;Matériel;Consommable;Eau; H2O pouvant être utilisée comme agent extincteur;
/MAT/CM/WTRPOT;Matériel;Consommable;Eau Potable; H2O qui a été filtrée et traitée pour éliminer les poisons ou les toxines nuisibles aux êtres humains.;
/MAT/CM/ABSAG/CHM;Matériel;Consommable;Absorbant Chimique; Substance spécialisée utilisée pour absorber les produits chimiques.;
/MAT/CM/ABSAG/PHY;Matériel;Consommable;Absorbant Physique; Substance spécialisée utilisée pour absorber les matériaux dangereux;
/MAT/CM/EXTAG/CO2;Matériel;Consommable;CO2; Agent extincteur spécialisé souvent utilisé dans les installations fixes et les extincteurs portables conçus pour étouffer un incendie en éliminant l'oxygène.;
/MAT/CM/EXTAG/DRYMIN;Matériel;Consommable;Minéraux Secs; Matériaux incombustibles utilisés dans les extincteurs.;
/MAT/CM/EXTAG/FATFIR;Matériel;Consommable;Extincteur pour feux de graisse; Extincteur spécialisé adapté à l'extinction des feux de graisse.;
/MAT/CM/EXTAG/FOAM;Matériel;Consommable;Concentré de Mousse; Concentré de mousse utilisé pour éteindre les feux de liquides inflammables, conçu pour étouffer un incendie en éliminant l'oxygène.;
/MAT/CM/EXTAG/HALON;Matériel;Consommable;Halon; Agent extincteur spécialisé qui a été remplacé en raison de préoccupations environnementales.;
/MAT/CM/EXTAG/INERT;Matériel;Consommable;Agent Inerte; Agent extincteur utilisé pour les feux spécialisés en raison de la nature du feu ou des éléments impliqués.;
/MAT/CM/EXTAG/METPWD;Matériel;Consommable;Poudre Métallique; Poudre spécialisée utilisée pour éteindre un large éventail de feux.;
/MAT/CM/EXTAG/POWDER;Matériel;Consommable;Poudre; Poudre spécialisée utilisée pour éteindre un large éventail de feux.;
/MAT/CM/EXTAG/FOAM/AFFF;Matériel;Consommable;AFFF (Agent Extincteur Moussant Film-Formant Aqueux); Mousse extinctrice spécialisée utilisée sur les feux de liquides inflammables, conçue pour étouffer un incendie en éliminant l'oxygène.;
/MAT/CM/EXTAG/FOAM/AFFFAR;Matériel;Consommable;AFFF (Résistant à l'Alcool); Mousse extinctrice spécialisée utilisée sur les feux de liquides inflammables, conçue pour étouffer un incendie en éliminant l'oxygène.;
/MAT/CM/EXTAG/FOAM/OTH;Matériel;Consommable;Autres (liste complète à fournir);;
/MAT/CM/FUEL/AVNFU;Matériel;Consommable;Carburant pour Aviation; Une fraction de pétrole utilisée comme carburant dans les moteurs d'avion.;
/MAT/CM/FUEL/DIESEL;Matériel;Consommable;Carburant Diesel; Une fraction de pétrole destinée à être utilisée comme carburant dans les moteurs diesel.;
/MAT/CM/FUEL/KEROS;Matériel;Consommable;Kérosène; Un mélange d'hydrocarbures liquides, un produit commercial de la distillation du pétrole destiné à être utilisé dans les moteurs à kérosène.;
/MAT/CM/FUEL/LPG;Matériel;Consommable;Gaz de Pétrole Liquéfié; Un gaz liquéfié par compression, composé d'hydrocarbures inflammables, tels que le propane et le butane, obtenu comme sous-produit de la raffinerie du pétrole ou du gaz naturel.;
/MAT/CM/FUEL/NATGAS;Matériel;Consommable;Gaz Naturel; Un gaz inflammable, composé principalement de méthane et d'autres hydrocarbures, se trouvant naturellement sous terre et utilisé comme combustible.;
/MAT/CM/FUEL/PETROL;Matériel;Consommable;Essence; Un produit pétrolier raffiné destiné à être utilisé comme carburant dans les moteurs à essence.;
/MAT/CM/MEDICN/1STAID;Matériel;Consommable;Premiers Soins; La fourniture de soins limités pour une maladie ou une blessure, qui sont prodigués à un patient malade ou blessé jusqu'à ce que des soins médicaux définitifs puissent être obtenus.;
/MAT/CM/MEDICN/AMPHTM;Matériel;Consommable;Amphétamine; Un médicament de synthèse utilisé surtout comme stimulant.;
